Nombre,Referencia,Nro,Importe amount_untaxed,Importe amount_total_signed,Importe amount_untaxed_signeds,Importe amount_total_signed,Importe amount_total_in_currency_signed,Proveedor,Fecha,Divisa,Estado,Tipo
FA-sinNro7JbX6tddNsmmczuoG,7JbX6tddNsmmczuoG,FA-sinNro7JbX6tddNsmmczuoG,16400.0,-16400.0,-16400.0,-16400.0,-16400.0,1194,2019-09-12,ARS,Pagada,Factura de proveedor
FA-sinNro7Jpr9Bfeaf6Pz3Z4J,7Jpr9Bfeaf6Pz3Z4J,FA-sinNro7Jpr9Bfeaf6Pz3Z4J,4590.0,-4590.0,-4590.0,-4590.0,-4590.0,1099,2021-07-29,ARS,Pagada,Factura de proveedor
FA-sinNro7K9z4zcQ8CgDoKQeH,7K9z4zcQ8CgDoKQeH,FA-sinNro7K9z4zcQ8CgDoKQeH,32806.77,-32806.77,-32806.77,-32806.77,-32806.77,1179,2020-10-31,ARS,Pagada,Factura de proveedor
FA-sinNro7MWp1Uxf5v1JKSBfN8rJ,7MWp1Uxf5v1JKSBfN8rJ,FA-sinNro7MWp1Uxf5v1JKSBfN8rJ,9280.18,-9280.18,-9280.18,-9280.18,-9280.18,936,2022-11-19,ARS,Pagada,Factura de proveedor
FA-sinNro7NK5JfioQtvAqk834,7NK5JfioQtvAqk834,FA-sinNro7NK5JfioQtvAqk834,4290.0,-4290.0,-4290.0,-4290.0,-4290.0,901,2020-07-01,ARS,Pagada,Factura de proveedor
FA-0204935,7Nahhx5GJcksVWBzaIuO,FA-0204935,1640.0,-1640.0,-1640.0,-1640.0,-1640.0,717,2023-01-22,ARS,Pagada,Factura de proveedor
FA-02211214,7Oo2MPZwuAXxar8XBZMy,FA-02211214,76507.03,-76507.03,-76507.03,-76507.03,-76507.03,717,2024-10-05,ARS,Pagada,Factura de proveedor
FA-sinNro7QNxomRaREHxrfCNK,7QNxomRaREHxrfCNK,FA-sinNro7QNxomRaREHxrfCNK,4100.0,-4100.0,-4100.0,-4100.0,-4100.0,1194,2019-08-24,ARS,Pagada,Factura de proveedor
FA-005642,7Qy3hCNnnR6qIuMOSxiE,FA-005642,48500.0,-48500.0,-48500.0,-48500.0,-48500.0,983,2022-11-24,ARS,Pagada,Factura de proveedor
FA-sinNro7S6PmM25lrQpE63Iw3sg,7S6PmM25lrQpE63Iw3sg,FA-sinNro7S6PmM25lrQpE63Iw3sg,19409.85,-19409.85,-19409.85,-19409.85,-19409.85,1183,2023-06-24,ARS,Pagada,Factura de proveedor
FA-016681,7SQdzgOFPt7M5AYfPxbL,FA-016681,605000.0,-605000.0,-605000.0,-605000.0,-605000.0,949,2024-06-14,ARS,Pagada,Factura de proveedor
FA-sinNro7SbqGKPxa3XAqWLLr7FO,7SbqGKPxa3XAqWLLr7FO,FA-sinNro7SbqGKPxa3XAqWLLr7FO,3000.0,-3000.0,-3000.0,-3000.0,-3000.0,676,2022-02-12,ARS,Pagada,Factura de proveedor
FA-0111052,7SvODHpftV3wGwnbZNca,FA-0111052,1300.0,-1300.0,-1300.0,-1300.0,-1300.0,642,2023-10-30,ARS,Pagada,Factura de proveedor
FA-012720,7XHqMB0qhfKAAdbNcq9V,FA-012720,141400.0,-141400.0,-141400.0,-141400.0,-141400.0,1010,2023-12-16,ARS,Pagada,Factura de proveedor
FA-0062861,7XYORZtvO73hIZ5M7xNy,FA-0062861,345474.36,-345474.36,-345474.36,-345474.36,-345474.36,1180,2024-08-01,ARS,Pagada,Factura de proveedor
FA-sinNro7YCyapoRQapQPLj73,7YCyapoRQapQPLj73,FA-sinNro7YCyapoRQapQPLj73,2906.45,-2906.45,-2906.45,-2906.45,-2906.45,1194,2019-07-23,ARS,Pagada,Factura de proveedor
FA-0071913,7b4ECL5N1ZvGImVztxi4,FA-0071913,149217.2,-149217.2,-149217.2,-149217.2,-149217.2,664,2023-11-30,ARS,Pagada,Factura de proveedor
FA-030181,7bnb6taeBsR0g8yYPos5,FA-030181,45500.01,-45500.01,-45500.01,-45500.01,-45500.01,1083,2022-12-05,ARS,Pagada,Factura de proveedor
FA-0062692,7btG1MWiZCP3mfuK56bv,FA-0062692,54900.0,-54900.0,-54900.0,-54900.0,-54900.0,1148,2024-04-30,ARS,Pagada,Factura de proveedor
FA-sinNro7cXJXPysCtCD5vWps,7cXJXPysCtCD5vWps,FA-sinNro7cXJXPysCtCD5vWps,2040.0,-2040.0,-2040.0,-2040.0,-2040.0,1188,2022-01-20,ARS,Pagada,Factura de proveedor
FA-sinNro7eBdbghxbLj9EBoHg,7eBdbghxbLj9EBoHg,FA-sinNro7eBdbghxbLj9EBoHg,1984.5,-1984.5,-1984.5,-1984.5,-1984.5,1179,2021-09-16,ARS,Pagada,Factura de proveedor
FA-04003227,7feuVHLXN4XPu0Seb2N5,FA-04003227,79479.72,-79479.72,-79479.72,-79479.72,-79479.72,791,2023-09-06,ARS,Pagada,Factura de proveedor
FA-sinNro7g7Mrmhr2uLjPadtB,7g7Mrmhr2uLjPadtB,FA-sinNro7g7Mrmhr2uLjPadtB,40000.0,-40000.0,-40000.0,-40000.0,-40000.0,1025,2021-10-05,ARS,Pagada,Factura de proveedor
FA-sinNro7gcYCCivsnoniJRHn,7gcYCCivsnoniJRHn,FA-sinNro7gcYCCivsnoniJRHn,3000.0,-3000.0,-3000.0,-3000.0,-3000.0,717,2021-11-20,ARS,Pagada,Factura de proveedor
FA-00155317,7kQaIDTSQ1aubO47Igdl,FA-00155317,1028500.0,-1028500.0,-1028500.0,-1028500.0,-1028500.0,866,2023-12-18,ARS,Pagada,Factura de proveedor
FA-sinNro7kqBOgE0B9ATFkhl2LvG,7kqBOgE0B9ATFkhl2LvG,FA-sinNro7kqBOgE0B9ATFkhl2LvG,3000.0,-3000.0,-3000.0,-3000.0,-3000.0,913,2024-09-20,ARS,Pagada,Factura de proveedor
FA-0051419,7m584s9ynKK7EBhqDe4p,FA-0051419,79350.0,-79350.0,-79350.0,-79350.0,-79350.0,983,2023-09-30,ARS,Pagada,Factura de proveedor
FA-0051958,7pQMIYwyweefEqGnC5FN,FA-0051958,100000.0,-100000.0,-100000.0,-100000.0,-100000.0,983,2024-05-21,ARS,Pagada,Factura de proveedor
FA-sinNro7qJQkfpuYzKRR6i2D,7qJQkfpuYzKRR6i2D,FA-sinNro7qJQkfpuYzKRR6i2D,12189.65,-12189.65,-12189.65,-12189.65,-12189.65,665,2021-08-28,ARS,Pagada,Factura de proveedor
FA-00111499,7qSSYu7gBlXFkgOlCCWl,FA-00111499,2800.0,-2800.0,-2800.0,-2800.0,-2800.0,716,2023-01-03,ARS,Pagada,Factura de proveedor
FA-0124102,7rXRRZ9ygCfrdyXvJxeA,FA-0124102,82250.0,-82250.0,-82250.0,-82250.0,-82250.0,717,2022-06-29,ARS,Pagada,Factura de proveedor
FA-sinNro7re8oDJ2xWpffY5pC,7re8oDJ2xWpffY5pC,FA-sinNro7re8oDJ2xWpffY5pC,93764.1,-93764.1,-93764.1,-93764.1,-93764.1,1194,2021-12-20,ARS,Pagada,Factura de proveedor
FA-sinNro7s4g2EquBB5frFHks,7s4g2EquBB5frFHks,FA-sinNro7s4g2EquBB5frFHks,21316.19,-21316.19,-21316.19,-21316.19,-21316.19,861,2020-12-23,ARS,Pagada,Factura de proveedor
FA-sinNro7t4HxYReyFdmDFneA,7t4HxYReyFdmDFneA,FA-sinNro7t4HxYReyFdmDFneA,9600.0,-9600.0,-9600.0,-9600.0,-9600.0,665,2021-08-21,ARS,Pagada,Factura de proveedor
FA-sinNro7tJFT75DCjEGXoewp,7tJFT75DCjEGXoewp,FA-sinNro7tJFT75DCjEGXoewp,29094.45,-29094.45,-29094.45,-29094.45,-29094.45,655,2021-07-16,ARS,Pagada,Factura de proveedor
FA-sinNro7trrqt42SkzP6qTy9,7trrqt42SkzP6qTy9,FA-sinNro7trrqt42SkzP6qTy9,76086.47,-76086.47,-76086.47,-76086.47,-76086.47,647,2020-12-02,ARS,Pagada,Factura de proveedor
FA-sinNro7uxkBmEcTEnkP5mzT,7uxkBmEcTEnkP5mzT,FA-sinNro7uxkBmEcTEnkP5mzT,45252.6,-45252.6,-45252.6,-45252.6,-45252.6,647,2021-02-06,ARS,Pagada,Factura de proveedor
FA-sinNro7wkFhruuhi4BFyFS8,7wkFhruuhi4BFyFS8,FA-sinNro7wkFhruuhi4BFyFS8,2372.99,-2372.99,-2372.99,-2372.99,-2372.99,1194,2019-09-24,ARS,Pagada,Factura de proveedor
FA-sinNro7x7MRusouyPGPAPFC,7x7MRusouyPGPAPFC,FA-sinNro7x7MRusouyPGPAPFC,1468.91,-1468.91,-1468.91,-1468.91,-1468.91,642,2021-07-07,ARS,Pagada,Factura de proveedor
FA-sinNro7xJBeLzNezNPhKf7i,7xJBeLzNezNPhKf7i,FA-sinNro7xJBeLzNezNPhKf7i,5470.4,-5470.4,-5470.4,-5470.4,-5470.4,717,2021-09-02,ARS,Pagada,Factura de proveedor
FA-sinNro7xTRSfxfyb2tPSZWC,7xTRSfxfyb2tPSZWC,FA-sinNro7xTRSfxfyb2tPSZWC,5900.0,-5900.0,-5900.0,-5900.0,-5900.0,906,2020-10-26,ARS,Pagada,Factura de proveedor
FA-014845,7z0RhZpZHbz00yEywLtl,FA-014845,41803.44,-41803.44,-41803.44,-41803.44,-41803.44,972,2023-08-17,ARS,Pagada,Factura de proveedor
FA-00022220,7zFfxO5OrwgK6qffluzJ,FA-00022220,247000.0,-247000.0,-247000.0,-247000.0,-247000.0,641,2023-07-28,ARS,Pagada,Factura de proveedor
FA-sinNro7zhXDGekE4m7wFzk3,7zhXDGekE4m7wFzk3,FA-sinNro7zhXDGekE4m7wFzk3,8000.0,-8000.0,-8000.0,-8000.0,-8000.0,1194,2019-05-28,ARS,Pagada,Factura de proveedor
FA-sinNro7zpgsMarrYjmXRiwm,7zpgsMarrYjmXRiwm,FA-sinNro7zpgsMarrYjmXRiwm,4265.16,-4265.16,-4265.16,-4265.16,-4265.16,1179,2020-09-11,ARS,Pagada,Factura de proveedor
FA-00644,80plCcfvj4A9IzWxBx7L,FA-00644,5890.0,-5890.0,-5890.0,-5890.0,-5890.0,631,2023-04-27,ARS,Pagada,Factura de proveedor
FA-00221370,82cxc57oPScboveMlBnM,FA-00221370,24187.53,-24187.53,-24187.53,-24187.53,-24187.53,648,2024-05-24,ARS,Pagada,Factura de proveedor
FA-000010000145,82dcH3twMK1ESX1DFTia,FA-000010000145,496100.0,-496100.0,-496100.0,-496100.0,-496100.0,1009,2023-06-23,ARS,Pagada,Factura de proveedor
FA-0062473,839XMJSKHbyqZLYu6ZW7,FA-0062473,31550.0,-31550.0,-31550.0,-31550.0,-31550.0,950,2023-10-12,ARS,Pagada,Factura de proveedor
FA-sinNro83sjqJtQZ54ttnsZt,83sjqJtQZ54ttnsZt,FA-sinNro83sjqJtQZ54ttnsZt,2991.29,-2991.29,-2991.29,-2991.29,-2991.29,1194,2019-12-06,ARS,Pagada,Factura de proveedor
FA-002699,84homapX35yJ2f0YoqQI,FA-002699,42350.0,-42350.0,-42350.0,-42350.0,-42350.0,967,2022-08-03,ARS,Pagada,Factura de proveedor
FA-0104878,85AyOSNrYxpoVxlDiCws,FA-0104878,40880.0,-40880.0,-40880.0,-40880.0,-40880.0,964,2023-05-11,ARS,Pagada,Factura de proveedor
FA-sinNro85jcPnrNxedHH48gn,85jcPnrNxedHH48gn,FA-sinNro85jcPnrNxedHH48gn,17997.55,-17997.55,-17997.55,-17997.55,-17997.55,648,2022-01-20,ARS,Pagada,Factura de proveedor
FA-532932026,86BEXqq4NxsPf0YR617Y,FA-532932026,8026.74,-8026.74,-8026.74,-8026.74,-8026.74,936,2022-08-10,ARS,Pagada,Factura de proveedor
FA-sinNro86GmJ62zLct9RzDes,86GmJ62zLct9RzDes,FA-sinNro86GmJ62zLct9RzDes,8319.96,-8319.96,-8319.96,-8319.96,-8319.96,1194,2018-12-03,ARS,Pagada,Factura de proveedor
FA-sinNro86JQopQTCznB7DmHJ,86JQopQTCznB7DmHJ,FA-sinNro86JQopQTCznB7DmHJ,9039.03,-9039.03,-9039.03,-9039.03,-9039.03,1179,2021-10-30,ARS,Pagada,Factura de proveedor
FA-sinNro87XATvowuEdKKhR4N,87XATvowuEdKKhR4N,FA-sinNro87XATvowuEdKKhR4N,4292.73,-4292.73,-4292.73,-4292.73,-4292.73,665,2021-11-10,ARS,Pagada,Factura de proveedor
FA-01824763,87YsSmc0C4GyNO71oXlx,FA-01824763,64006.01,-64006.01,-64006.01,-64006.01,-64006.01,717,2024-05-02,ARS,Pagada,Factura de proveedor
FA-sinNro88EXEQtxb2DGw5D7f,88EXEQtxb2DGw5D7f,FA-sinNro88EXEQtxb2DGw5D7f,3520.0,-3520.0,-3520.0,-3520.0,-3520.0,1194,2019-04-26,ARS,Pagada,Factura de proveedor
FA-00626572,892lpWgomwWOntg94pYZ,FA-00626572,62200.0,-62200.0,-62200.0,-62200.0,-62200.0,1153,2024-06-06,ARS,Pagada,Factura de proveedor
FA-00155177,8ACtpXHyK9epSxugCGMk,FA-00155177,532400.0,-532400.0,-532400.0,-532400.0,-532400.0,866,2023-08-18,ARS,Pagada,Factura de proveedor
FA-sinNro8Aeui54yW2758ZrD5,8Aeui54yW2758ZrD5,FA-sinNro8Aeui54yW2758ZrD5,2451.31,-2451.31,-2451.31,-2451.31,-2451.31,1194,2019-07-31,ARS,Pagada,Factura de proveedor
FA-002891,8BN0Xmi4GEufIMJsRxIJ,FA-002891,217800.0,-217800.0,-217800.0,-217800.0,-217800.0,967,2024-08-02,ARS,Pagada,Factura de proveedor
FA-01812338,8Bz6T9xpjWYutLAG2s2J,FA-01812338,49200.0,-49200.0,-49200.0,-49200.0,-49200.0,861,2024-02-29,ARS,Pagada,Factura de proveedor
FA-0034383,8CkGz6NdfzDhmq5s7w42,FA-0034383,81491.05,-81491.05,-81491.05,-81491.05,-81491.05,716,2023-12-04,ARS,Pagada,Factura de proveedor
FA-011098,8DI96RcTNzTxIk969Tew,FA-011098,6645.1,-6645.1,-6645.1,-6645.1,-6645.1,642,2022-05-19,ARS,Pagada,Factura de proveedor
FA-000042404,8DV8Hy3WSx3nXb6OraJB,FA-000042404,45955.8,-45955.8,-45955.8,-45955.8,-45955.8,1013,2023-06-13,ARS,Pagada,Factura de proveedor
FA-sinNro8DieaYALWQquCPhxR,8DieaYALWQquCPhxR,FA-sinNro8DieaYALWQquCPhxR,1678.0,-1678.0,-1678.0,-1678.0,-1678.0,1194,2019-12-22,ARS,Pagada,Factura de proveedor
FA-011355,8F9HFNyGYf00lSHxQix1,FA-011355,4766.65,-4766.65,-4766.65,-4766.65,-4766.65,642,2022-10-29,ARS,Pagada,Factura de proveedor
FA-00217781,8Fzw9eTDMDmJGcYHW2bS,FA-00217781,12553.35,-12553.35,-12553.35,-12553.35,-12553.35,648,2023-11-28,ARS,Pagada,Factura de proveedor
FA-0105946,8GZUa9OITwfXej7K7RcB,FA-0105946,17539.0,-17539.0,-17539.0,-17539.0,-17539.0,964,2023-10-05,ARS,Pagada,Factura de proveedor
FA-sinNro8HKG94rD22ssjoFss,8HKG94rD22ssjoFss,FA-sinNro8HKG94rD22ssjoFss,5524.22,-5524.22,-5524.22,-5524.22,-5524.22,1194,2019-07-24,ARS,Pagada,Factura de proveedor
FA-005569,8HNKxMe2RhQQbioqUQV8,FA-005569,11000.0,-11000.0,-11000.0,-11000.0,-11000.0,919,2023-10-17,ARS,Pagada,Factura de proveedor
FA-0099223,8JkpgpYIzHnzfFJaUflK,FA-0099223,8800.0,-8800.0,-8800.0,-8800.0,-8800.0,916,2024-08-30,ARS,Pagada,Factura de proveedor
FA-0225024,8KAQfqJ4JrLrEJY6G6Uw,FA-0225024,74774.8,-74774.8,-74774.8,-74774.8,-74774.8,754,2024-05-31,ARS,Pagada,Factura de proveedor
FA-sinNro8M9rmZFJP9uoFPgnh,8M9rmZFJP9uoFPgnh,FA-sinNro8M9rmZFJP9uoFPgnh,5082.09,-5082.09,-5082.09,-5082.09,-5082.09,1179,2021-05-31,ARS,Pagada,Factura de proveedor
FA-sinNro8MGABJh56x59u9hHQ,8MGABJh56x59u9hHQ,FA-sinNro8MGABJh56x59u9hHQ,3287.03,-3287.03,-3287.03,-3287.03,-3287.03,1194,2020-08-10,ARS,Pagada,Factura de proveedor
FA-0041851,8OAjc05o4C6JaLJZpLPl,FA-0041851,34615.0,-34615.0,-34615.0,-34615.0,-34615.0,1013,2022-06-06,ARS,Pagada,Factura de proveedor
FA-0204451,8OUF3dHRc2FxbP5OyqQM,FA-0204451,900.0,-900.0,-900.0,-900.0,-900.0,717,2022-12-01,ARS,Pagada,Factura de proveedor
FA-005700,8OavUOgcDctzRf08pO1D,FA-005700,16700.0,-16700.0,-16700.0,-16700.0,-16700.0,919,2024-07-10,ARS,Pagada,Factura de proveedor
FA-0042838,8QgiJjqHzQgmswVcXZon,FA-0042838,54800.0,-54800.0,-54800.0,-54800.0,-54800.0,800,2024-03-11,ARS,Pagada,Factura de proveedor
FA-sinNro8QrSttgtGinSxdyNz,8QrSttgtGinSxdyNz,FA-sinNro8QrSttgtGinSxdyNz,24047.26,-24047.26,-24047.26,-24047.26,-24047.26,1179,2020-07-23,ARS,Pagada,Factura de proveedor
FA-sinNro8QsSzktGd9G8Mob7b,8QsSzktGd9G8Mob7b,FA-sinNro8QsSzktGd9G8Mob7b,3075.48,-3075.48,-3075.48,-3075.48,-3075.48,665,2021-07-09,ARS,Pagada,Factura de proveedor
FA-0051197,8UVLEFnFkJwJ3LQ73sSA,FA-0051197,117950.0,-117950.0,-117950.0,-117950.0,-117950.0,983,2023-08-16,ARS,Pagada,Factura de proveedor
FA-sinNro8WKy7472xPxc6E8QX,8WKy7472xPxc6E8QX,FA-sinNro8WKy7472xPxc6E8QX,2439.86,-2439.86,-2439.86,-2439.86,-2439.86,1194,2019-04-23,ARS,Pagada,Factura de proveedor
FA-0062527,8ZgyDcseEywQNx41lVsI,FA-0062527,121300.0,-121300.0,-121300.0,-121300.0,-121300.0,1148,2024-03-22,ARS,Pagada,Factura de proveedor
FA-sinNro8cYAgKk5FrEkCpYYP,8cYAgKk5FrEkCpYYP,FA-sinNro8cYAgKk5FrEkCpYYP,9480.35,-9480.35,-9480.35,-9480.35,-9480.35,757,2020-06-05,ARS,Pagada,Factura de proveedor
FA-01223816,8dfQUDo90nZgTHtMSmgu,FA-01223816,999520.0,-999520.0,-999520.0,-999520.0,-999520.0,717,2024-04-19,ARS,Pagada,Factura de proveedor
FA-034963,8e6trzC883ynuZSQor9N,FA-034963,10315.55,-10315.55,-10315.55,-10315.55,-10315.55,686,2023-10-13,ARS,Pagada,Factura de proveedor
FA-sinNro8eHQAjq3kAMKWZeeW,8eHQAjq3kAMKWZeeW,FA-sinNro8eHQAjq3kAMKWZeeW,4000.0,-4000.0,-4000.0,-4000.0,-4000.0,950,2021-11-20,ARS,Pagada,Factura de proveedor
FA-0209402,8eWVjrtS1uxsWmd0lNP3,FA-0209402,4780.0,-4780.0,-4780.0,-4780.0,-4780.0,717,2023-07-18,ARS,Pagada,Factura de proveedor
FA-sinNro8edogj8Rrreqaj8k24yE,8edogj8Rrreqaj8k24yE,FA-sinNro8edogj8Rrreqaj8k24yE,117905.94,-117905.94,-117905.94,-117905.94,-117905.94,1110,2022-09-20,ARS,Pagada,Factura de proveedor
FA-sinNro8g3Thn0XxNN8NztSYANE,8g3Thn0XxNN8NztSYANE,FA-sinNro8g3Thn0XxNN8NztSYANE,21159.0,-21159.0,-21159.0,-21159.0,-21159.0,944,2024-05-03,ARS,Pagada,Factura de proveedor
FA-sinNro8g4pCduxcrMX9PrdE,8g4pCduxcrMX9PrdE,FA-sinNro8g4pCduxcrMX9PrdE,4243.87,-4243.87,-4243.87,-4243.87,-4243.87,1194,2019-10-11,ARS,Pagada,Factura de proveedor
FA-0023157,8gJmTrMAi7H1azhVqt2B,FA-0023157,23100.0,-23100.0,-23100.0,-23100.0,-23100.0,1148,2022-05-14,ARS,Pagada,Factura de proveedor
FA-sinNro8hAy3DFz4fNJ86vQL,8hAy3DFz4fNJ86vQL,FA-sinNro8hAy3DFz4fNJ86vQL,11000.0,-11000.0,-11000.0,-11000.0,-11000.0,1148,2021-09-27,ARS,Pagada,Factura de proveedor
FA-0051928,8i8ucDLXw3ZjAhbQ9MN2,FA-0051928,90710.0,-90710.0,-90710.0,-90710.0,-90710.0,983,2024-05-13,ARS,Pagada,Factura de proveedor
FA-0024295,8iMBSLPF3gswOtyx3Jwj,FA-0024295,7650.01,-7650.01,-7650.01,-7650.01,-7650.01,657,2022-08-13,ARS,Pagada,Factura de proveedor
FA-sinNro8iRLfqz5ymzc9dswd,8iRLfqz5ymzc9dswd,FA-sinNro8iRLfqz5ymzc9dswd,4079.9,-4079.9,-4079.9,-4079.9,-4079.9,717,2021-11-21,ARS,Pagada,Factura de proveedor
FA-sinNro8j79oZYpDuaudKgaF,8j79oZYpDuaudKgaF,FA-sinNro8j79oZYpDuaudKgaF,10418.0,-10418.0,-10418.0,-10418.0,-10418.0,1194,2020-10-15,ARS,Pagada,Factura de proveedor
FA-sinNro8jdEbmMvD9xgX8JMR,8jdEbmMvD9xgX8JMR,FA-sinNro8jdEbmMvD9xgX8JMR,7448.35,-7448.35,-7448.35,-7448.35,-7448.35,1194,2022-01-04,ARS,Pagada,Factura de proveedor
FA-sinNro8kZiNHR7bf8LoarEN,8kZiNHR7bf8LoarEN,FA-sinNro8kZiNHR7bf8LoarEN,14800.0,-14800.0,-14800.0,-14800.0,-14800.0,717,2021-02-08,ARS,Pagada,Factura de proveedor
FA-0002353,8m5bCErv4gbyWkih9ZSN,FA-0002353,448474.4,-448474.4,-448474.4,-448474.4,-448474.4,1113,2024-10-03,ARS,Pagada,Factura de proveedor
FA-011529,8mdRdDYgmPbmafy3fsw9,FA-011529,41450.0,-41450.0,-41450.0,-41450.0,-41450.0,880,2023-03-04,ARS,Pagada,Factura de proveedor
FA-sinNro8oFcRWJSumQpzpQXe,8oFcRWJSumQpzpQXe,FA-sinNro8oFcRWJSumQpzpQXe,62000.0,-62000.0,-62000.0,-62000.0,-62000.0,849,2021-12-23,ARS,Pagada,Factura de proveedor
FA-sinNro8oopC9aucSSeeK7ks,8oopC9aucSSeeK7ks,FA-sinNro8oopC9aucSSeeK7ks,28170.0,-28170.0,-28170.0,-28170.0,-28170.0,1194,2019-10-24,ARS,Pagada,Factura de proveedor
FA-sinNro8p5sYeQ8b3KyArSt9,8p5sYeQ8b3KyArSt9,FA-sinNro8p5sYeQ8b3KyArSt9,25000.0,-25000.0,-25000.0,-25000.0,-25000.0,1194,2022-01-19,ARS,Pagada,Factura de proveedor
FA-sinNro8pLn36PY5voTNzNhd,8pLn36PY5voTNzNhd,FA-sinNro8pLn36PY5voTNzNhd,44280.0,-44280.0,-44280.0,-44280.0,-44280.0,717,2021-10-08,ARS,Pagada,Factura de proveedor
FA-0113393,8pfi8sK012tYXemkPtJf,FA-0113393,172200.0,-172200.0,-172200.0,-172200.0,-172200.0,876,2024-03-11,ARS,Pagada,Factura de proveedor
FA-sinNro8qSoitvm4FaML2dTb,8qSoitvm4FaML2dTb,FA-sinNro8qSoitvm4FaML2dTb,127512.86,-127512.86,-127512.86,-127512.86,-127512.86,1179,2021-08-25,ARS,Pagada,Factura de proveedor
FA-005714,8rcEBblQxzw0Qsce2yNy,FA-005714,65500.0,-65500.0,-65500.0,-65500.0,-65500.0,983,2022-12-23,ARS,Pagada,Factura de proveedor
FA-sinNro8sA3qF7PwKqpxCck3,8sA3qF7PwKqpxCck3,FA-sinNro8sA3qF7PwKqpxCck3,6700.4,-6700.4,-6700.4,-6700.4,-6700.4,717,2021-06-23,ARS,Pagada,Factura de proveedor
FA-sinNro8sA8GirpA4D4KB5Tw,8sA8GirpA4D4KB5Tw,FA-sinNro8sA8GirpA4D4KB5Tw,8149.36,-8149.36,-8149.36,-8149.36,-8149.36,665,2021-10-02,ARS,Pagada,Factura de proveedor
FA-00849523,8tba4qAG4slL7UVxPFow,FA-00849523,108783.61,-108783.61,-108783.61,-108783.61,-108783.61,1120,2023-11-16,ARS,Pagada,Factura de proveedor
FA-021665,8vHRGiI5w4Q8TJGxLPhS,FA-021665,141648.73,-141648.73,-141648.73,-141648.73,-141648.73,754,2024-03-30,ARS,Pagada,Factura de proveedor
FA-01822099,8wQwF2KQ8UyLqsc5Rg3Y,FA-01822099,52938.96,-52938.96,-52938.96,-52938.96,-52938.96,717,2024-03-07,ARS,Pagada,Factura de proveedor
FA-1054288,8yIu9zZGGwd0buszHALX,FA-1054288,35795.0,-35795.0,-35795.0,-35795.0,-35795.0,1043,2023-03-22,ARS,Pagada,Factura de proveedor
FA-002193,8zVeTOmlVQEPNVdm4Vlw,FA-002193,21800.0,-21800.0,-21800.0,-21800.0,-21800.0,1113,2024-05-29,ARS,Pagada,Factura de proveedor
FA-0195465,90UpXJmg5o1K1jIDnreZ,FA-0195465,9601.21,-9601.21,-9601.21,-9601.21,-9601.21,717,2022-07-18,ARS,Pagada,Factura de proveedor
FA-0061209,919cQCOJa2dHxYSiKbS7,FA-0061209,14600.0,-14600.0,-14600.0,-14600.0,-14600.0,950,2023-02-07,ARS,Pagada,Factura de proveedor
FA-sinNro94DWZKYycM5rZy4Rh,94DWZKYycM5rZy4Rh,FA-sinNro94DWZKYycM5rZy4Rh,29645.0,-29645.0,-29645.0,-29645.0,-29645.0,1194,2020-08-05,ARS,Pagada,Factura de proveedor
FA-0111670,94wKrNAtmG9X9g76PauH,FA-0111670,25815.39,-25815.39,-25815.39,-25815.39,-25815.39,642,2024-10-10,ARS,Pagada,Factura de proveedor
FA-002788,95HDFVM099EKEMOqL0ql,FA-002788,9647.33,-9647.33,-9647.33,-9647.33,-9647.33,647,2022-08-05,ARS,Pagada,Factura de proveedor
FA-01917670,95QVZA6WUsCZxxlfLwYi,FA-01917670,10701.1,-10701.1,-10701.1,-10701.1,-10701.1,717,2023-01-04,ARS,Pagada,Factura de proveedor
FA-sinNro969t4aRXxP9eFX8s9,969t4aRXxP9eFX8s9,FA-sinNro969t4aRXxP9eFX8s9,50600.0,-50600.0,-50600.0,-50600.0,-50600.0,717,2021-10-15,ARS,Pagada,Factura de proveedor
FA-sinNro96GcqD2fVXWq6wwhxYlV,96GcqD2fVXWq6wwhxYlV,FA-sinNro96GcqD2fVXWq6wwhxYlV,24000.0,-24000.0,-24000.0,-24000.0,-24000.0,708,2024-02-25,ARS,Pagada,Factura de proveedor
FA-00155209,97WaFsBF3ZJ6FNPggzM9,FA-00155209,726000.0,-726000.0,-726000.0,-726000.0,-726000.0,866,2023-09-14,ARS,Pagada,Factura de proveedor
FA-sinNro98k3yuPhhXAPpP9eD,98k3yuPhhXAPpP9eD,FA-sinNro98k3yuPhhXAPpP9eD,8500.0,-8500.0,-8500.0,-8500.0,-8500.0,1109,2021-11-06,ARS,Pagada,Factura de proveedor
FA-sinNro98p4j2hAsH6WyoFrf,98p4j2hAsH6WyoFrf,FA-sinNro98p4j2hAsH6WyoFrf,8236.36,-8236.36,-8236.36,-8236.36,-8236.36,1194,2019-05-21,ARS,Pagada,Factura de proveedor
FA-sinNro99259LqN9ssn7ETcz,99259LqN9ssn7ETcz,FA-sinNro99259LqN9ssn7ETcz,15160.68,-15160.68,-15160.68,-15160.68,-15160.68,1123,2021-07-24,ARS,Pagada,Factura de proveedor
FA-00215473,997NreD5f9q2oTS1J5dd,FA-00215473,7971.8,-7971.8,-7971.8,-7971.8,-7971.8,648,2023-08-02,ARS,Pagada,Factura de proveedor
FA-01813305,99ZcqliBigZ4T7yijkTs,FA-01813305,9200.0,-9200.0,-9200.0,-9200.0,-9200.0,861,2024-07-10,ARS,Pagada,Factura de proveedor
